"date","metric","submetric","value","display"
2026-07-11,"RSV cases by age group","18-64","8","Number"
2026-07-18,"RSV cases by age group","18-64","9","Number"
2026-07-25,"RSV cases by age group","18-64","8","Number"
2026-08-01,"RSV cases by age group","18-64","13","Number"
2026-08-08,"RSV cases by age group","18-64","15","Number"
2026-08-15,"RSV cases by age group","18-64","23","Number"
2026-05-30,"RSV cases by age group","65+","22","Number"
2026-06-06,"RSV cases by age group","65+","8","Number"
2026-06-13,"RSV cases by age group","65+","","Number"
2026-06-20,"RSV cases by age group","65+","5","Number"
2026-06-27,"RSV cases by age group","65+","","Number"
2026-07-04,"RSV cases by age group","65+","5","Number"
2026-07-11,"RSV cases by age group","65+","6","Number"
2026-07-18,"RSV cases by age group","65+","5","Number"
2026-07-25,"RSV cases by age group","65+","7","Number"
2026-08-01,"RSV cases by age group","65+","5","Number"
2026-08-08,"RSV cases by age group","65+","8","Number"
2026-08-15,"RSV cases by age group","65+","9","Number"
2026-05-30,"RSV cases by borough","Bronx","92","Number"
2026-06-06,"RSV cases by borough","Bronx","73","Number"
2026-06-13,"RSV cases by borough","Bronx","64","Number"
2026-06-20,"RSV cases by borough","Bronx","33","Number"
2026-06-27,"RSV cases by borough","Bronx","31","Number"
2026-07-04,"RSV cases by borough","Bronx","5","Number"
2026-07-11,"RSV cases by borough","Bronx","17","Number"
2026-07-18,"RSV cases by borough","Bronx","27","Number"
2026-07-25,"RSV cases by borough","Bronx","25","Number"
2026-08-01,"RSV cases by borough","Bronx","29","Number"
2026-08-08,"RSV cases by borough","Bronx","30","Number"
2026-08-15,"RSV cases by borough","Bronx","36","Number"
2026-05-30,"RSV cases by borough","Brooklyn","158","Number"
2026-06-06,"RSV cases by borough","Brooklyn","115","Number"
2026-06-13,"RSV cases by borough","Brooklyn","154","Number"
2026-06-20,"RSV cases by borough","Brooklyn","128","Number"
2026-06-27,"RSV cases by borough","Brooklyn","141","Number"
2026-07-04,"RSV cases by borough","Brooklyn","135","Number"
2026-07-11,"RSV cases by borough","Brooklyn","56","Number"
2026-07-18,"RSV cases by borough","Brooklyn","107","Number"
2026-07-25,"RSV cases by borough","Brooklyn","81","Number"
2026-08-01,"RSV cases by borough","Brooklyn","76","Number"
2026-08-08,"RSV cases by borough","Brooklyn","80","Number"
2026-08-15,"RSV cases by borough","Brooklyn","88","Number"
2026-05-30,"RSV cases by borough","Manhattan","59","Number"
2026-06-06,"RSV cases by borough","Manhattan","38","Number"
2026-06-13,"RSV cases by borough","Manhattan","31","Number"
2026-06-20,"RSV cases by borough","Manhattan","33","Number"
2026-06-27,"RSV cases by borough","Manhattan","17","Number"
2026-07-04,"RSV cases by borough","Manhattan","19","Number"
2026-07-11,"RSV cases by borough","Manhattan","21","Number"
2026-07-18,"RSV cases by borough","Manhattan","34","Number"
2026-07-25,"RSV cases by borough","Manhattan","44","Number"
2026-08-01,"RSV cases by borough","Manhattan","52","Number"
2026-08-08,"RSV cases by borough","Manhattan","52","Number"
2026-08-15,"RSV cases by borough","Manhattan","65","Number"
2026-05-30,"RSV cases by borough","Queens","99","Number"
2026-06-06,"RSV cases by borough","Queens","84","Number"
2026-06-13,"RSV cases by borough","Queens","53","Number"
2026-06-20,"RSV cases by borough","Queens","62","Number"
2026-06-27,"RSV cases by borough","Queens","25","Number"
2026-07-04,"RSV cases by borough","Queens","28","Number"
2026-07-11,"RSV cases by borough","Queens","22","Number"
2026-07-18,"RSV cases by borough","Queens","44","Number"
2026-07-25,"RSV cases by borough","Queens","50","Number"
2026-08-01,"RSV cases by borough","Queens","50","Number"
2026-08-08,"RSV cases by borough","Queens","46","Number"
2026-08-15,"RSV cases by borough","Queens","62","Number"
2026-05-30,"RSV cases by borough","Staten Island","18","Number"
2026-06-06,"RSV cases by borough","Staten Island","16","Number"
2026-06-13,"RSV cases by borough","Staten Island","17","Number"
2026-06-20,"RSV cases by borough","Staten Island","20","Number"
2026-06-27,"RSV cases by borough","Staten Island","14","Number"
2026-07-04,"RSV cases by borough","Staten Island","12","Number"
2026-07-11,"RSV cases by borough","Staten Island","7","Number"
2026-07-18,"RSV cases by borough","Staten Island","7","Number"
2026-07-25,"RSV cases by borough","Staten Island","6","Number"
2026-08-01,"RSV cases by borough","Staten Island","21","Number"
2026-08-08,"RSV cases by borough","Staten Island","8","Number"
2026-08-15,"RSV cases by borough","Staten Island","15","Number"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","101","14.7","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","102","24.18","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","103","17.34","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","104","17.77","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","105/106/107","18.83","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","201","12.17","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","202","11.18","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","203","9.06","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","204","9.01","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","205","14.28","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","206","9.56","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","207","10.76","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","208","19.51","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","209","12.37","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","210","10.22","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","211","8.83","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","301","16.44","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","302","15.73","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","303","21.86","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","304","11.2","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","305/307","11.82","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","306/308","11.02","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","309/310","10.2","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","401","15.08","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","402","17.81","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","403","11.21","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","404/406","12.24","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","405","8.55","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","407","11.25","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","408","8.18","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","409","15.3","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","410","10.46","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","501/502","10.66","Rate"
2026-08-15,"COVID-19 case rate per 100,000 by neighborhood","503/504","8.88","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","101","","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","102","","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","103","3.6","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","104","2.96","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","105/106/107","1.82","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","201","8.03","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","202","3.56","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","203","2.32","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","204","2.39","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","205","","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","206","5.56","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","207","","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","208","","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","209","3.09","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","210","2.56","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","211","5.5","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","301","3.01","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","302","5.93","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","303","","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","304","2.83","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","305/307","4.89","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","306/308","5.66","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","309/310","3.18","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","401","5.86","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","402","2.56","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","403","1.84","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","404/406","","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","405","1.93","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","407","2.21","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","408","2.59","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","409","2.19","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","410","5.58","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","501/502","3.45","Rate"
2026-08-15,"Flu case rate per 100,000 by neighborhood","503/504","3.25","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","101","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","102","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","103","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","104","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","105/106/107","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","201","18.28","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","202","3.78","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","203","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","204","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","205","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","206","7.04","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","207","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","208","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","209","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","210","7.48","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","211","10.31","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","301","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","302","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","303","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","304","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","305/307","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","306/308","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","309/310","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","401","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","402","1.58","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","403","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","404/406","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","405","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","407","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","408","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","409","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","410","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","501/502","","Rate"
2026-08-15,"RSV case rate per 100,000 by neighborhood","503/504","2.38","Rate"
